Item_Type,Item_Weight,Item_MRP,Item_Outlet_Sales,Timestamp,Item_Identifier,Item_Fat_Content,Item_Visibility,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,MRP_Range,Price_Range
Fruits and Vegetables,19.1,147.6418,1471.418,,FDH44,reg,0.025867261,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,5.785,262.6252,524.6504,,FDS56,Regular,0.038817121,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Hard Drinks,11.65,40.3164,502.0132,,DRJ59,Low Fat,0.01941154,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Household,19.0,190.1872,567.2616,,NCA30,Low Fat,0.216478153,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Frozen Foods,5.19,197.811,2946.165,,FDF17,Low Fat,0.042707323,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Household,14.15,196.311,3338.987,,NCX18,Low Fat,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Health and Hygiene,16.2,183.7608,2940.1728,,NCO53,Low Fat,0.175898114,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Breads,7.72,78.8986,623.1888,,FDT23,reg,0.074847665,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Others,18.6,56.2588,1030.6584,,NCJ19,Low Fat,0.118180011,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Frozen Foods,8.35,76.5354,1805.6496,,FDI05,Regular,0.127587344,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Others,18.6,55.6588,114.5176,,NCJ19,Low Fat,0.19780911,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Health and Hygiene,,264.0884,4504.8028,,NCS29,LF,0.069208684,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Household,19.0,129.8336,3451.5072,,NCC06,Low Fat,0.026963909,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Baking Goods,8.895,207.4296,2492.7552,,FDJ12,Regular,0.039261947,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Baking Goods,18.0,78.5618,402.809,,FDW48,Low Fat,0.008533716,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,15.1,144.7786,2600.6148,,FDX32,Regular,0.100423086,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Canned,,91.8488,2716.464,,FDH02,Regular,0.0,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Frozen Foods,20.5,75.8696,2386.2272,,FDD16,Low Fat,0.036353098,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Snack Foods,,259.7962,8028.8822,,FDR09,Low Fat,0.077348214,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Fruits and Vegetables,20.6,93.3778,1314.2892,,FDB32,Low Fat,0.023548476,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Breads,15.85,218.7166,4136.6154,,FDP11,Low Fat,0.069043044,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Fruits and Vegetables,20.6,187.7556,3004.0896,,FDG09,Regular,0.048010812,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Fruits and Vegetables,10.3,187.853,2656.542,,FDF21,Regular,0.058778429,OUT013,1987.0,High,Tier 3,Supermarket Type1,High,High
Others,,55.2588,2748.4224,,NCJ19,Low Fat,0.117607719,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Meat,17.6,111.3202,337.5606,,FDY03,Regular,0.127412338,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Snack Foods,11.35,101.0016,2631.2416,,FDK58,Regular,0.044945123,OUT013,1987.0,High,Tier 3,Supermarket Type1,Low,Low
Canned,10.195,112.2886,2557.3378,,FDC26,Low Fat,0.126579586,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Meat,17.5,138.518,2376.906,,FDN15,Low Fat,0.016802225,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Hard Drinks,,56.0614,2597.2858,,DRH11,Low Fat,0.075192072,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Health and Hygiene,11.0,40.948,319.584,,NCK17,Low Fat,0.03786331,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Soft Drinks,5.92,47.7692,492.692,,DRC01,Regular,0.019200003,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Dairy,13.3,232.73,2796.36,,FDD03,Low Fat,0.079791176,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Health and Hygiene,18.2,45.1086,669.129,,NCY17,Low Fat,0.16334971,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Soft Drinks,9.395,42.3112,980.0576,,DRY23,Regular,0.109265987,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Dairy,6.75,96.3752,1342.2528,,FDT50,Regular,0.10821852,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Canned,15.7,133.1942,2782.3782,,FDC38,Low Fat,0.122392031,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Household,8.39,162.8868,327.5736,,NCN06,Low Fat,0.20168772,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Fruits and Vegetables,,47.4692,1576.6144,,FDP56,Low Fat,0.046259036,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Snack Foods,9.6,244.917,2916.204,,FDW34,Low Fat,0.035651291,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Fruits and Vegetables,11.1,151.3366,3022.732,,FDU07,Low Fat,0.059835659,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Others,12.8,108.9938,1071.938,,NCO55,LF,0.091408076,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Frozen Foods,12.85,46.106,792.302,,FDL16,Low Fat,0.169405699,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Breads,13.65,231.9668,3225.1352,,FDT59,Low Fat,0.015943701,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Soft Drinks,,146.6102,1895.5326,,DRF01,Low Fat,0.174232377,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Household,7.935,261.591,3155.892,,NCS06,Low Fat,0.031801103,OUT045,2002.0,,Tier 2,Supermarket Type1,Very High,Very High
Canned,,74.967,229.701,,FDY13,Low Fat,0.052749199,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Soft Drinks,16.1,189.9846,191.0846,,DRF36,Low Fat,0.039463564,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Snack Foods,7.645,41.8112,894.8352,,FDV10,Regular,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,8.775,110.7228,331.5684,,FDE09,Low Fat,0.036159635,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Fruits and Vegetables,10.65,57.2272,1174.4712,,FDC20,Low Fat,0.024020078,OUT045,2002.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Snack Foods,7.64,95.012,1864.24,,FDI58,Regular,0.071104408,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Fruits and Vegetables,7.325,93.2146,1733.0774,,FDI56,Low Fat,0.093913607,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Health and Hygiene,8.645,94.741,1061.951,,NCI17,low fat,0.144006886,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Household,8.97,55.7956,1037.3164,,NCE19,Low Fat,0.093159233,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Dairy,,219.3482,219.0482,,FDA26,Regular,0.129425145,OUT019,1985.0,Small,Tier 1,Grocery Store,Very High,Very High
Canned,5.405,198.6742,2388.8904,,FDR01,Regular,0.053839714,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Fruits and Vegetables,,90.6462,2406.2012,,FDC32,Low Fat,0.098629062,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Starchy Foods,10.195,240.1538,1442.1228,,FDF11,Regular,0.017658634,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Snack Foods,6.935,103.5332,1230.3984,,FDH46,Regular,0.041282286,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Snack Foods,,159.0262,159.1262,,FDY33,Regular,0.170186628,OUT019,1985.0,Small,Tier 1,Grocery Store,Medium,Medium
Hard Drinks,8.88,152.2682,1829.6184,,DRG23,Low Fat,0.086781204,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Medium,Medium
Frozen Foods,,162.521,4567.388,,FDY04,Regular,0.042270751,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Canned,9.3,145.3786,2745.0934,,FDE26,Low Fat,0.089186275,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Household,9.0,169.4474,4211.185,,NCU42,Low Fat,0.019502965,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Household,21.25,146.0102,2916.204,,NCO42,LF,0.024650932,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Canned,12.35,59.2246,984.7182,,FDU25,Low Fat,0.026722744,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Dairy,,124.3704,3004.0896,,FDW02,Regular,0.037516862,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Snack Foods,16.85,43.9428,351.5424,,FDS22,Regular,0.023154399,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,14.7,49.8034,631.8442,,FDG57,Low Fat,0.072284689,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Canned,8.63,173.9422,4138.6128,,FDQ25,Regular,0.028391879,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Household,7.935,261.291,2892.901,,NCS06,Low Fat,0.031866022,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Frozen Foods,,112.7176,1832.2816,,FDC29,Regular,0.024088444,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Health and Hygiene,19.85,126.7704,1752.3856,,NCZ41,Low Fat,0.064409056,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Baking Goods,5.765,37.5164,656.4788,,FDW23,Low Fat,0.082012293,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Dairy,17.75,240.5538,3845.6608,,FDB03,Regular,0.157075658,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Breakfast,,55.5588,229.0352,,FDN25,Regular,0.107110465,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Health and Hygiene,8.235,181.895,732.38,,NCN05,Low Fat,0.014459672,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Fruits and Vegetables,,43.4086,847.5634,,FDV43,Low Fat,0.076483451,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Fruits and Vegetables,6.13,55.0298,539.298,,FDG44,Low Fat,0.10234983,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Baking Goods,9.1,127.2362,1635.8706,,FDS12,Low Fat,0.174827835,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Frozen Foods,18.7,121.4072,2450.144,,FDI52,Low Fat,0.104591027,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Baking Goods,15.5,261.7568,1845.5976,,FDU12,Regular,0.075868843,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very High,Very High
Snack Foods,10.695,156.7972,3427.5384,,FDG58,Regular,0.086764795,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Frozen Foods,6.695,220.8456,5084.0488,,FDA16,Low Fat,0.03408026,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Household,16.0,229.8668,4837.7028,,NCD18,Low Fat,0.072655379,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Snack Foods,5.59,62.6168,639.168,,FDI21,Regular,0.056555715,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Fruits and Vegetables,11.35,197.0742,2587.9646,,FDW31,reg,0.043402224,OUT017,2007.0,,Tier 2,Supermarket Type1,Very High,Very High
Starchy Foods,12.3,93.8804,1470.0864,,FDB35,Regular,0.064882207,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Snack Foods,,102.4016,2428.8384,,FDK58,Regular,0.044764726,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Dairy,17.75,248.775,3745.125,,FDU14,Low Fat,0.034752647,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Others,17.75,178.566,2516.724,,NCP43,Low Fat,0.030631323,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Fruits and Vegetables,,245.0144,3185.1872,,FDM20,LF,0.0,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Baking Goods,,35.2874,988.0472,,FDT36,Low Fat,0.110735739,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Fruits and Vegetables,12.35,110.257,1757.712,,FDW19,Regular,0.038657256,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Frozen Foods,16.7,113.9176,2519.3872,,FDB29,Regular,0.052493162,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Meat,19.35,167.0816,1510.0344,,FDN39,Regular,0.065890998,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Canned,15.7,112.0202,337.5606,,FDI02,Regular,0.114565093,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Snack Foods,,196.1136,6026.8216,,FDA46,Low Fat,0.117065801,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Baking Goods,18.7,124.902,2909.546,,FDV36,Low Fat,0.026450779,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Starchy Foods,7.06,59.5904,761.6752,,FDE35,reg,0.043863865,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Snack Foods,11.35,52.4008,809.6128,,FDT46,Low Fat,0.0,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Snack Foods,,62.7194,123.8388,,FDS21,Regular,0.036551446,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Soft Drinks,6.96,90.9146,1459.4336,,DRD12,Low Fat,0.077630199,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Dairy,,54.7298,107.8596,,FDR14,Low Fat,0.304737387,OUT019,1985.0,Small,Tier 1,Grocery Store,Very Low,Very Low
Snack Foods,,37.919,768.999,,FDG22,Regular,0.041180766,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Snack Foods,13.15,184.195,2746.425,,FDX58,Low Fat,0.043831721,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Dairy,,146.7102,4374.306,,FDB40,Regular,0.007503372,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Baking Goods,14.5,102.7332,205.0664,,FDJ36,Regular,0.214681063,OUT010,1998.0,,Tier 3,Grocery Store,Low,Low
Health and Hygiene,7.5,177.4028,354.2056,,NCL53,LF,0.060649825,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Health and Hygiene,15.2,114.8492,1506.0396,,NCX05,Low Fat,0.097258937,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Snack Foods,11.6,226.2404,1800.3232,,FDO21,Regular,0.009763021,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very High,Very High
Household,9.0,102.0016,1518.024,,NCF07,Low Fat,0.032152981,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Low,Low
Fruits and Vegetables,19.35,119.7098,1325.6078,,FDU20,Regular,0.021439694,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Snack Foods,15.2,228.0352,458.0704,,FDK09,Low Fat,0.153592956,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Snack Foods,20.2,97.5752,1534.0032,,FDY57,Regular,0.121231308,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Low,Low
Dairy,,45.2744,905.488,,FDD51,Low Fat,0.119371835,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Canned,,87.4198,2267.7148,,FDA49,Low Fat,0.064607378,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Seafood,5.365,171.0764,3263.7516,,FDG33,Regular,0.14024028,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Starchy Foods,21.2,173.6738,2954.1546,,FDG35,Regular,0.0,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Dairy,11.15,150.6708,2106.5912,,FDC52,Regular,0.008296692,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,19.35,112.7518,683.1108,,FDS34,Regular,0.077193256,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Health and Hygiene,13.5,33.3874,282.2992,,NCY05,Low Fat,0.055075504,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Very Low,Very Low
Snack Foods,9.6,188.1872,1701.7848,,FDO46,Regular,0.014209811,OUT035,2004.0,Small,Tier 2,Supermarket Type1,High,High
Fruits and Vegetables,12.5,91.7488,1358.232,,FDY20,Regular,0.081879864,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Canned,15.85,36.3506,607.2096,,FDA13,Low Fat,0.078540095,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Frozen Foods,10.195,141.7838,1685.8056,,FDS04,Regular,0.146540889,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Meat,20.2,178.6028,2302.3364,,FDU51,Regular,0.097059596,OUT017,2007.0,,Tier 2,Supermarket Type1,High,High
Canned,7.96,161.8894,2750.4198,,FDK50,Low Fat,0.028478742,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Baking Goods,20.0,45.4086,981.3892,,FDO60,Low Fat,0.034340926,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Breakfast,6.425,133.0626,1442.7886,,FDM13,Low Fat,0.063532672,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Baking Goods,,262.7568,7646.0472,,FDU12,Regular,0.075384242,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Household,12.1,170.9106,1539.9954,,NCG54,Low Fat,0.080131363,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Frozen Foods,11.6,82.2276,243.6828,,FDH40,Regular,0.132111921,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Household,,179.166,359.532,,NCI06,Low Fat,0.083547515,OUT019,1985.0,Small,Tier 1,Grocery Store,High,High
Snack Foods,9.395,236.9932,4242.4776,,FDA58,Low Fat,0.103731617,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Canned,17.2,147.0418,2354.2688,,FDJ02,Regular,0.025309134,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,7.42,188.9872,2458.1336,,FDP21,Regular,0.0258457,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Snack Foods,18.25,142.0154,2127.231,,FDN57,Low Fat,0.054223942,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Dairy,,193.3794,8388.4142,,FDV26,Regular,0.075791641,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Snack Foods,17.6,94.641,2799.689,,FDZ21,Regular,0.03928284,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Low,Low
Seafood,,148.705,1797.66,,FDG21,Regular,0.145591438,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Canned,6.825,155.1998,2460.7968,,FDF26,Regular,0.046824729,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Medium,Medium
Dairy,7.405,208.9296,2700.4848,,FDC39,Low Fat,0.159062948,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Baking Goods,15.7,250.5724,4026.7584,,FDQ24,Low Fat,0.073966786,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very High,Very High
Frozen Foods,15.6,75.667,1301.639,,FDC41,Low Fat,0.117574554,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Household,9.6,44.2086,44.6086,,NCO14,Low Fat,0.049617765,OUT010,1998.0,,Tier 3,Grocery Store,Very Low,Very Low
Frozen Foods,,144.0102,5394.9774,,FDE05,Regular,0.032296886,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Frozen Foods,,163.1526,3946.8624,,FDW52,Regular,0.037340835,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
Baking Goods,,88.183,1438.128,,FDL36,Low Fat,0.075707087,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Frozen Foods,10.195,139.0838,3652.5788,,FDS04,Regular,0.146635206,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Household,19.1,172.4422,3621.2862,,NCC18,LF,0.177545624,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,High,High
Breakfast,8.895,175.937,529.311,,FDN01,LF,0.072693696,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Dairy,8.945,262.291,1314.955,,FDY02,Regular,0.146701312,OUT010,1998.0,,Tier 3,Grocery Store,Very High,Very High
Meat,10.3,103.7648,2804.3496,,FDV15,Low Fat,0.146999264,OUT017,2007.0,,Tier 2,Supermarket Type1,Low,Low
Snack Foods,16.0,155.2972,3894.93,,FDC34,Regular,0.173109453,OUT045,2002.0,,Tier 2,Supermarket Type1,Medium,Medium
Snack Foods,6.385,34.3874,388.1614,,FDX10,reg,0.124410284,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Household,13.0,47.9034,583.2408,,NCF19,Low Fat,0.035079516,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Frozen Foods,20.1,150.9366,3476.1418,,FDE17,Regular,0.054763518,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Fruits and Vegetables,11.1,189.2846,3630.6074,,FDJ08,Low Fat,0.111122936,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,High,High
Health and Hygiene,5.175,35.4874,388.1614,,NCN53,Low Fat,0.030330202,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Dairy,11.5,88.254,1298.31,,FDC16,Regular,0.0,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Low,Low
Meat,16.75,73.7038,1404.1722,,FDO15,Regular,0.008601441,OUT018,2009.0,Medium,Tier 3,Supermarket Type2,Very Low,Very Low
Breads,,102.3332,1948.1308,,FDQ23,low fat,0.024407061,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Low,Low
Soft Drinks,17.25,261.591,3418.883,,DRF37,Low Fat,0.084262458,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Frozen Foods,5.88,155.3998,2153.1972,,FDN40,Low Fat,0.08644044,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Medium,Medium
Baking Goods,,54.2956,1310.2944,,FDN24,LF,0.112718928,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very Low,Very Low
Frozen Foods,7.3,147.6076,3251.7672,,FDF16,Low Fat,0.086619573,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Dairy,7.075,143.0128,1150.5024,,FDH27,Low Fat,0.058437653,OUT049,1999.0,Medium,Tier 1,Supermarket Type1,Medium,Medium
Frozen Foods,6.365,59.7536,980.0576,,FDY52,Low Fat,0.0,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Household,,125.202,2783.044,,NCH55,Low Fat,0.034504414,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Medium,Medium
Household,9.3,247.0802,1228.401,,NCH18,LF,0.044652785,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very High,Very High
Soft Drinks,5.92,50.3692,591.2304,,DRC01,Regular,0.019184026,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very Low,Very Low
Household,9.6,42.6086,133.8258,,NCO14,Low Fat,0.029638267,OUT035,2004.0,Small,Tier 2,Supermarket Type1,Very Low,Very Low
Dairy,14.15,52.0982,578.5802,,DRG39,Low Fat,0.042180995,OUT046,1997.0,Small,Tier 1,Supermarket Type1,Very Low,Very Low
Soft Drinks,11.8,198.2084,3769.7596,,DRK13,Low Fat,0.11507174,OUT013,1987.0,High,Tier 3,Supermarket Type1,Very High,Very High
Frozen Foods,6.765,106.1306,1672.4896,,FDD41,Regular,0.087437069,OUT045,2002.0,,Tier 2,Supermarket Type1,Low,Low
Fruits and Vegetables,,242.6512,12117.56,,FDQ19,Regular,0.014295564,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Snack Foods,13.15,181.695,549.285,,FDX58,LF,0.073251428,OUT010,1998.0,,Tier 3,Grocery Store,High,High
Frozen Foods,,263.191,6574.775,,FDK40,Low Fat,0.021743592,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,Very High,Very High
Frozen Foods,18.7,122.9072,490.0288,,FDI52,Low Fat,0.10527024,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Frozen Foods,13.3,149.9708,2106.5912,,FDT28,Low Fat,0.063513272,OUT013,1987.0,High,Tier 3,Supermarket Type1,Medium,Medium
Frozen Foods,9.42,61.5194,866.8716,,FDH52,Regular,0.044151435,OUT017,2007.0,,Tier 2,Supermarket Type1,Very Low,Very Low
Dairy,17.6,170.4422,2759.0752,,FDZ38,LF,0.008001018,OUT046,1997.0,Small,Tier 1,Supermarket Type1,High,High
Baking Goods,8.235,149.3076,1921.4988,,FDF12,Low Fat,0.0828941,OUT017,2007.0,,Tier 2,Supermarket Type1,Medium,Medium
Household,,162.6894,2588.6304,,NCE06,Low Fat,0.091042211,OUT027,1985.0,Medium,Tier 3,Supermarket Type3,High,High
